Customer_ID,Total_Orders,Total_Revenue,Average_Revenue
82522,8,1624075.6234,203009.452925
82563,4,1444270.7629,361067.690725
82566,6,994480.2172,165746.702866667
82568,8,1128751.3279,141093.9159875
82585,9,2201562.7419,244618.082433333
82626,10,2777546.7075,277754.67075
82635,2,138232.952,69116.476
82636,5,1603681.1948,320736.23896
82657,6,1018308.7805,169718.130083333
82689,9,3364370.1589,373818.906544445
82735,7,1601467.0513,228781.007328571
82737,6,1343224.686,223870.781
82790,7,2830424.7271,404346.389585714
82796,8,1609335.2058,201166.900725
82797,4,1177388.4786,294347.11965
82819,7,1310400.0228,187200.003257143
82841,6,2351342.6484,391890.4414
82849,7,1988014.8891,284002.127014286
82874,7,1010777.5358,144396.790828571
82887,4,570122.2089,142530.552225
82898,8,2902057.1045,362757.1380625
82901,5,2278448.9093,455689.78186
82960,10,2424813.7696,242481.37696
82975,8,2956769.4686,369596.183575
82996,8,2902304.1061,362788.0132625
82998,6,1914638.8262,319106.471033333
83023,10,821752.1835,82175.21835
83028,5,1188504.7104,237700.94208
83041,5,1804992.2532,360998.45064
83054,6,2314258.3407,385709.72345
83071,9,3809151.9316,423239.103511111
83077,5,1066597.4099,213319.48198
83101,7,1971284.0591,281612.008442857
83176,8,3312118.3792,414014.7974
83186,6,1752612.4954,292102.082566667
83194,10,2116309.468,211630.9468
83195,4,1736213.265,434053.31625
83198,7,1801617.1503,257373.878614286
83207,9,1845549.8126,205061.090288889
83216,9,3723183.4929,413687.054766667
83281,11,2037919.8916,185265.444690909
83327,7,3070735.1801,438676.4543
83356,6,830663.359,138443.893166667
83414,4,479902.473,119975.61825
83420,6,1513345.5958,252224.265966667
83439,4,2413411.2627,603352.815675
83492,6,1204450.1228,200741.687133333
83493,8,3500803.5944,437600.4493
83518,3,265654.2468,88551.4156
83519,8,1369037.752,171129.719
83563,7,1038603.1546,148371.879228571
83582,9,4154737.4413,461637.493477778
83613,9,3595431.0954,399492.343933333
83622,6,1858323.7241,309720.620683333
83675,7,1556374.5379,222339.2197
83712,6,2059860.3553,343310.059216667
83743,14,3271362.4202,233668.7443
83763,5,1637934.9828,327586.99656
83812,5,902198.4075,180439.6815
83814,4,384983.55,96245.8875
83818,6,1624305.9772,270717.662866667
83897,8,1758479.2038,219809.900475
83902,9,1820686.9971,202298.555233333
83907,7,1945524.3361,277932.048014286
83908,7,2611140.0096,373020.001371429
83914,6,1878658.2252,313109.7042
83945,6,871914.747,145319.1245
83948,3,596553.5158,198851.171933333
83954,7,2292558.0966,327508.299514286
83956,4,756269.6198,189067.40495
83961,6,2815035.4832,469172.580533333
83967,9,3136764.6141,348529.401566667
83968,5,1851682.0492,370336.40984
83974,2,670047.3133,335023.65665
84001,5,1375467.551,275093.5102
84046,8,2504914.893,313114.361625
84050,7,1607282.8004,229611.828628571
84055,8,2681132.2476,335141.53095
84058,6,2043550.9194,340591.8199
84103,4,1488286.9689,372071.742225
84140,6,1680848.4245,280141.404083333
84160,5,2432251.1372,486450.22744
84267,4,1460360.7656,365090.1914
84298,9,2999440.3725,333271.1525
84352,6,2450242.2706,408373.711766667
84438,9,1246166.1601,138462.906677778
84439,6,1084219.8598,180703.309966667
84450,1,102812.352,102812.352
84453,10,2213909.3989,221390.93989
84483,4,1246480.1164,311620.0291
84511,5,455929.3916,91185.87832
84549,5,852028.1856,170405.63712
84573,9,2763945.6591,307105.073233333
84594,6,847823.7151,141303.952516667
84609,8,1401326.4304,175165.8038
84611,5,669727.8972,133945.57944
84620,5,1516716.272,303343.2544
84652,9,3612625.4172,401402.824133333
84656,4,788054.854,197013.7135
84664,7,1730347.4096,247192.487085714
84670,7,1304695.5916,186385.084514286
84711,2,1053205.539,526602.7695
84712,9,3228789.5672,358754.396355556
84715,11,1510200.9507,137290.995518182
84727,6,1119551.9147,186591.985783333
84737,12,3317475.0209,276456.251741667
84738,5,1141314.1682,228262.83364
84747,9,1846333.3743,205148.1527
84767,5,1640737.6026,328147.52052
84797,6,2702239.5372,450373.2562
84819,6,1736459.4992,289409.916533333
84842,8,1747762.628,218470.3285
84899,8,1456015.1004,182001.88755
84934,3,913862.8122,304620.9374
84945,5,1447108.9951,289421.79902
84953,6,1481469.114,246911.519
84987,3,1327306.5567,442435.5189
84993,7,2897557.8983,413936.842614286
85022,9,2017925.3914,224213.932377778
85045,4,1282961.0871,320740.271775
85052,8,2420914.0598,302614.257475
85133,10,2767538.3559,276753.83559
85134,4,942661.8556,235665.4639
85136,11,2975763.4109,270523.946445455
85198,4,1391248.4418,347812.11045
85203,3,189528.3306,63176.1102
85204,6,2931508.4348,488584.739133333
85211,7,2269786.754,324255.250571429
85235,12,2934257.5284,244521.4607
85244,7,1998074.4437,285439.206242857
85275,6,1835094.3178,305849.052966667
85284,6,1056244.7471,176040.791183333
85285,2,1031908.048,515954.024
85297,4,711470.8912,177867.7228
85321,7,1007124.632,143874.947428571
85400,10,2680324.8934,268032.48934
85417,6,1142068.0159,190344.669316667
85420,6,2392896.1155,398816.01925
85454,6,990069.0202,165011.503366667
85475,8,1343762.3405,167970.2925625
85487,7,1168893.7168,166984.816685714
85491,11,3800411.1784,345491.925309091
85547,4,724300.5349,181075.133725
85551,6,1848976.8441,308162.80735
85563,5,982645.0596,196529.01192
85564,7,1775574.3352,253653.476457143
85571,5,1551012.9099,310202.58198
85599,4,817064.7707,204266.192675
85647,4,1001788.2313,250447.057825
85653,5,1645773.8119,329154.76238
85663,3,344877.8552,114959.285066667
85749,6,2029893.1992,338315.5332
85769,2,293234.2736,146617.1368
85862,7,2326736.3134,332390.901914286
85873,2,675155.376,337577.688
85878,4,753492.7096,188373.1774
85880,3,1510501.635,503500.545
85892,5,1488361.8406,297672.36812
85910,10,2980001.413,298000.1413
85917,5,907796.1294,181559.22588
85921,6,2529266.778,421544.463
85936,9,3596186.2736,399576.252622222
85944,3,584562.7884,194854.2628
85987,6,955584.0528,159264.0088
86009,4,841350.2111,210337.552775
86019,7,2050263.5941,292894.799157143
86029,7,1666933.6352,238133.376457143
86098,7,1382154.5881,197450.655442857
86118,7,1408439.0064,201205.572342857
86125,4,1302611.0596,325652.7649
86141,9,3000405.2936,333378.365955556
86143,4,2354810.0241,588702.506025
86230,7,1091362.1412,155908.877314286
86275,3,898323.1635,299441.0545
86288,4,798862.0261,199715.506525
86303,7,2095099.5308,299299.932971429
86349,3,524155.6902,174718.5634
86355,3,1052093.8981,350697.966033333
86362,8,1488559.2052,186069.90065
86405,5,1287411.1034,257482.22068
86452,10,3191514.9326,319151.49326
86453,5,2447785.4353,489557.08706
86465,10,2883108.4792,288310.84792
86469,5,770067.0506,154013.41012
86492,3,970768.5793,323589.526433333
86543,5,2647178.5879,529435.71758
86545,8,2064782.81,258097.85125
86546,3,814500.5664,271500.1888
86619,5,1780386.1034,356077.22068
86620,5,728272.5306,145654.50612
86640,7,895331.4404,127904.491485714
86680,7,1855081.6956,265011.6708
86764,4,975671.0984,243917.7746
86767,11,3606758.7719,327887.161081818
86771,6,1430944.6213,238490.770216667
86787,9,2395098.066,266122.007333333
86800,7,1625193.4202,232170.4886
86806,6,1579414.9736,263235.828933333
86817,5,1440398.699,288079.7398
86832,6,1576327.0181,262721.169683333
86842,2,549412.5147,274706.25735
86862,7,3235187.8926,462169.698942857
86905,9,2955126.1076,328347.345288889
86917,1,679364.556,679364.556
86927,4,1624887.6808,406221.9202
86960,6,1580150.0595,263358.34325
86974,12,5108262.3847,425688.532058333
87014,3,1031173.3078,343724.435933333
87047,8,2479756.2828,309969.53535
87048,10,3883821.4816,388382.14816
87049,6,2222077.1234,370346.187233333
87056,9,3585394.846,398377.205111111
87064,5,929117.3466,185823.46932
87124,3,871779.88,290593.293333333
87135,12,3410823.4245,284235.285375
87142,4,1178208.3539,294552.088475
87143,4,964086.1832,241021.5458
87156,8,2563628.5397,320453.5674625
87179,6,1724475.2845,287412.547416667
87205,6,1784985.2716,297497.545266667
87237,4,350176.9342,87544.23355
87258,9,1077535.7939,119726.199322222
87271,5,1054980.5436,210996.10872
87279,7,483139.979,69019.997
87283,3,1146859.5408,382286.5136
87314,9,2428001.0541,269777.8949
87326,3,1033079.1432,344359.7144
87394,4,967749.1807,241937.295175
87395,4,1100153.5195,275038.379875
87406,10,3619608.4448,361960.84448
87455,5,856341.8519,171268.37038
87460,2,129472.8069,64736.40345
87535,5,818615.9222,163723.18444
87537,10,3365067.6784,336506.76784
87548,6,1218239.5031,203039.917183333
87582,10,3245861.4938,324586.14938
87594,3,1017297.1985,339099.066166667
87638,6,931507.7044,155251.284066667
87649,6,1427858.3087,237976.384783333
87678,7,1803828.445,257689.777857143
87708,8,2076738.4986,259592.312325
87712,2,570321.4875,285160.74375
87734,4,1771614.8868,442903.7217
87737,6,1927916.3253,321319.38755
87740,6,1316613.3337,219435.555616667
87745,4,606412.5729,151603.143225
87757,2,370805.721,185402.8605
87764,5,1098344.3249,219668.86498
87806,7,2720246.7419,388606.677414286
87813,6,2249939.4498,374989.9083
87839,10,2382971.9994,238297.19994
87848,7,1784564.0223,254937.717471429
87856,8,2436988.7426,304623.592825
87879,7,2340321.3831,334331.626157143
87894,7,1312381.4975,187483.071071429
87899,10,3637692.1101,363769.21101
87901,7,619870.993,88552.999
87922,5,1196529.8774,239305.97548
87958,4,516790.9929,129197.748225
87972,4,351732.3676,87933.0919
88002,1,125390.9949,125390.9949
88015,5,1522121.7529,304424.35058
88031,6,1910693.2986,318448.8831
88038,9,1817212.3313,201912.481255556
88062,1,23576.832,23576.832
88063,10,2280984.2356,228098.42356
88094,5,825970.5718,165194.11436
88110,3,675231.7908,225077.2636
88183,5,1489402.2196,297880.44392
88237,6,1504038.741,250673.1235
88251,7,1624670.313,232095.759
88275,5,1065150.7512,213030.15024
88279,6,2215165.5053,369194.250883333
88280,4,317664.628,79416.157
88341,6,916086.6848,152681.114133333
88361,6,1562262.5677,260377.094616667
88409,7,1580931.1966,225847.3138
88426,6,1556071.096,259345.182666667
88468,9,4493655.1812,499295.020133333
88522,5,1228119.1149,245623.82298
88578,6,2781869.4022,463644.900366667
88585,8,1355975.8561,169496.9820125
88628,11,3566283.4424,324207.585672727
88640,9,2298993.7503,255443.750033333
88666,6,1386258.6692,231043.111533333
88679,6,2217216.4383,369536.07305
88736,10,3400749.2442,340074.92442
88740,6,2507498.1213,417916.35355
88744,4,477823.8541,119455.963525
88841,6,2014657.0012,335776.166866667
88886,9,2659517.4224,295501.935822222
88900,5,3055699.2262,611139.84524
88907,6,1899541.8444,316590.3074
88910,4,1478959.9634,369739.99085
88943,5,1827373.0443,365474.60886
88948,3,1932007.2618,644002.4206
88956,8,2166994.7874,270874.348425
88993,6,2025003.4692,337500.5782
89044,9,3438456.5263,382050.725144445
89084,5,1984003.359,396800.6718
89103,5,536533.7651,107306.75302
89123,8,947043.9168,118380.4896
89176,5,1240326.1127,248065.22254
89184,11,2801164.6694,254651.333581818
89213,6,1107435.1676,184572.527933333
89222,5,1197868.0577,239573.61154
89224,9,3430513.8582,381168.206466667
89235,9,2565355.7494,285039.527711111
89238,11,1958914.4593,178083.132663636
89258,8,1354121.7691,169265.2211375
89274,6,3206360.9777,534393.496283334
89298,7,1858646.7078,265520.958257143
89309,12,3712219.2197,309351.601641667
89323,8,1905626.6393,238203.3299125
89343,4,1437495.8622,359373.96555
89347,8,2989222.8428,373652.85535
89351,2,903273.8297,451636.91485
89358,4,774477.8181,193619.454525
89377,6,2414153.7332,402358.955533333
89396,10,3115577.6027,311557.76027
89410,6,2191016.2435,365169.373916667
89467,4,1193024.253,298256.06325
89472,6,1822239.5206,303706.586766667
89509,11,4267746.3937,387976.944881818
89532,3,804671.5196,268223.839866667
89541,7,2667683.7973,381097.685328572
89544,6,2339893.6084,389982.268066667
89548,8,3288284.8666,411035.608325
89569,7,2058671.4464,294095.920914286
89573,7,1989678.2932,284239.756171429
89577,4,929438.9402,232359.73505
89623,6,1628705.1038,271450.850633333
89631,8,2234850.3968,279356.2996
89648,4,1343483.2785,335870.819625
89653,3,1047925.2608,349308.420266667
89724,6,1792885.8318,298814.3053
89726,8,1518294.3501,189786.7937625
89742,7,1737321.7232,248188.8176
89748,8,2432536.349,304067.043625
89767,13,4476412.8068,344339.446676923
89786,5,1309602.0813,261920.41626
89794,4,891381.9824,222845.4956
89796,6,1724371.2155,287395.202583333
89800,6,2294608.0405,382434.673416667
89805,4,1177410.1032,294352.5258
89823,10,2780967.7313,278096.77313
89836,9,2288793.0323,254310.336922222
89848,8,2211992.2064,276499.0258
89849,4,1107309.7576,276827.4394
89872,5,2239398.677,447879.7354
89873,8,2422984.1752,302873.0219
89895,8,1547577.066,193447.13325
89897,9,2275952.8641,252883.651566667
89908,7,2453167.2798,350452.468542857
89982,3,515031.6399,171677.2133
89988,7,2082178.12,297454.017142857
89990,8,2959044.5433,369880.5679125
90020,1,258270.6078,258270.6078
90023,4,1058725.5074,264681.37685
90049,5,748359.3736,149671.87472
90060,7,2614290.0395,373470.005642857
90094,3,1150937.3787,383645.7929
90111,2,180003.3889,90001.69445
90120,1,43192.7964,43192.7964
90126,10,3527987.9789,352798.79789
90160,6,1131460.8806,188576.813433333
90255,7,2398104.6314,342586.375914286
90297,5,1928963.4618,385792.69236
90405,9,1915327.8492,212814.205466667
90414,4,968624.8405,242156.210125
90448,7,1388099.445,198299.920714286
90468,4,1140515.4878,285128.87195
90471,8,1557022.5957,194627.8244625
90492,6,2308731.4091,384788.568183333
90493,6,2056505.0157,342750.83595
90542,8,1886689.2387,235836.1548375
90576,5,1371184.5296,274236.90592
90621,5,944923.6786,188984.73572
90645,5,1724633.6204,344926.72408
90673,8,2905547.6567,363193.4570875
90681,6,2447327.3616,407887.8936
90720,7,1538903.6882,219843.384028571
90767,6,1412893.7156,235482.285933333
90780,12,2657760.3498,221480.02915
90792,6,2275976.7382,379329.456366667
90798,8,3121143.2322,390142.904025
90841,6,3154356.3396,525726.0566
90885,7,1315351.4173,187907.345328571
90939,8,2493153.1482,311644.143525
90961,8,3335957.8361,416994.7295125
91027,7,1723248.6781,246178.382585714
91050,8,2975614.6148,371951.82685
91053,6,1633174.7824,272195.797066667
91055,8,1280934.0663,160116.7582875
91061,9,2161538.0274,240170.891933333
91068,6,1103727.9525,183954.65875
91143,7,2057028.0538,293861.150542857
91166,2,1033236.1896,516618.0948
91181,4,726004.8654,181501.21635
91198,2,809578.8256,404789.4128
91201,7,844925.075,120703.582142857
91229,7,1483231.1904,211890.170057143
91254,5,1190026.0773,238005.21546
91313,6,1381517.2175,230252.869583333
91319,1,106370.1056,106370.1056
91326,7,1413573.391,201939.055857143
91327,8,2513392.1137,314174.0142125
91351,6,1518354.1796,253059.029933333
91436,7,1991291.6611,284470.2373
91439,5,2463474.4052,492694.88104
91454,8,2385620.4479,298202.5559875
91465,4,1527344.5658,381836.14145
91480,7,1112664.5648,158952.080685714
91485,5,1457435.4754,291487.09508
91486,9,3040858.328,337873.147555556
91490,6,1897187.8081,316197.968016667
91491,6,1541353.7334,256892.2889
91496,1,171517.284,171517.284
91525,4,1232742.0664,308185.5166
91539,7,1996032.2096,285147.458514286
91548,14,4233548.7476,302396.339114286
91552,4,1030897.6444,257724.4111
91559,5,1128822.314,225764.4628
91562,5,1409642.4188,281928.48376
91566,5,804133.0844,160826.61688
91589,7,1934189.5797,276312.7971
91630,4,1234133.341,308533.33525
91663,8,1932428.6547,241553.5818375
91674,4,971055.34,242763.835
91681,6,1209019.6566,201503.2761
91682,10,3450089.5304,345008.95304
91685,9,2368241.4884,263137.943155556
91693,8,2104046.9479,263005.8684875
91778,5,1197734.8207,239546.96414
91789,5,1040288.6846,208057.73692
91797,9,2274222.5853,252691.398366667
91816,9,2182236.5499,242470.727766667
91847,8,4014018.7835,501752.3479375
91851,10,2486733.9327,248673.39327
91863,4,1194752.6448,298688.1612
91868,2,885750.2274,442875.1137
91873,8,1527169.0805,190896.1350625
91874,7,977716.5929,139673.798985714
91919,9,2120077.2104,235564.134488889
91936,4,1484977.8523,371244.463075
91954,3,824239.1612,274746.387066667
91990,4,2272344.8114,568086.20285
92000,13,2284847.7371,175757.518238462
92014,8,2668929.358,333616.16975
92019,8,2092168.6039,261521.0754875
92091,3,611753.942,203917.980666667
92109,7,2548762.8261,364108.975157143
92116,13,3270732.9548,251594.842676923
92202,4,1079796.9766,269949.24415
92229,6,1574095.4168,262349.236133333
92258,8,2562265.5583,320283.1947875
92290,5,1308204.7041,261640.94082
92297,8,2217172.7776,277146.5972
92303,3,1449718.1296,483239.376533333
92310,6,2038171.8313,339695.305216667
92359,6,609483.5378,101580.589633333
92385,10,3097127.1584,309712.71584
92395,6,1160837.1671,193472.861183333
92402,8,2019064.7716,252383.09645
92411,7,1694800.5722,242114.367457143
92460,4,1423271.7728,355817.9432
92494,10,2563055.7529,256305.57529
92526,6,753728.303,125621.383833333
92573,10,3657635.9364,365763.59364
92593,8,3405094.1859,425636.7732375
92595,2,620288.6368,310144.3184
92596,5,1694966.8445,338993.3689
92626,7,1697566.37,242509.481428571
92627,8,2160892.8815,270111.6101875
92629,8,3378799.1467,422349.8933375
92641,7,1374332.1335,196333.161928571
92669,6,1238078.1462,206346.3577
92672,8,2652632.3871,331579.0483875
92681,8,1685092.6813,210636.5851625
92695,9,1243412.0679,138156.896433333
92708,3,391120.4096,130373.469866667
92715,1,4510.712,4510.712
92719,11,3296959.1178,299723.556163636
92750,8,2534743.6057,316842.9507125
92828,4,1129754.993,282438.74825
92851,5,1942588.8924,388517.77848
92878,6,1433072.6437,238845.440616667
92883,5,1333628.241,266725.6482
92895,8,2481644.4315,310205.5539375
92913,2,693103.864,346551.932
92933,6,2806660.1434,467776.690566667
92973,5,1025687.3676,205137.47352
92978,9,3086414.0165,342934.890722222
93009,5,2048898.9876,409779.79752
93015,8,1032070.0727,129008.7590875
93032,5,321194.4867,64238.89734
93048,5,1717071.1928,343414.23856
93082,5,701010.8648,140202.17296
93103,5,1873811.1824,374762.23648
93150,8,1369881.6646,171235.208075
93167,5,1218460.7023,243692.14046
93168,8,1300581.3227,162572.6653375
93169,2,645510.5,322755.25
93170,7,2256002.7246,322286.103514286
93171,3,1382674.376,460891.458666667
93174,3,343947.5442,114649.1814
93205,6,1116582.9093,186097.15155
93234,5,1677530.1367,335506.02734
93253,5,2531830.9004,506366.18008
93261,2,1185478.7449,592739.37245
93309,5,1533781.6555,306756.3311
93325,6,2779757.8636,463292.977266667
93333,5,1435106.4166,287021.28332
93348,8,2245542.0242,280692.753025
93354,11,3431505.5044,311955.045854546
93359,7,1117846.4476,159692.349657143
93370,4,1158507.7596,289626.9399
93462,13,3741884.5031,287837.269469231
93476,5,2159986.2041,431997.24082
93486,7,1692632.9838,241804.711971429
93516,5,1048756.161,209751.2322
93517,3,505258.94,168419.646666667
93573,5,2200655.5872,440131.11744
93589,2,81025.3406,40512.6703
93594,5,294345.0838,58869.01676
93605,6,2621244.1689,436874.02815
93614,10,2104006.3742,210400.63742
93654,8,2595306.1086,324413.263575
93665,12,2216304.9478,184692.078983333
93702,4,755341.365,188835.34125
93719,6,2457630.0049,409605.000816667
93800,9,3211217.968,356801.996444444
93826,4,489313.9638,122328.49095
93856,6,1668736.164,278122.694
93905,6,1864901.7744,310816.9624
93952,5,2194335.1579,438867.03158
93953,8,2066953.2557,258369.1569625
93969,6,2253310.5179,375551.752983333
93978,3,582674.088,194224.696
93995,5,1513375.255,302675.051
94004,5,1127633.1986,225526.63972
94012,9,1983205.0213,220356.113477778
94048,7,3820513.5772,545787.653885714
94067,5,2471634.4884,494326.89768
94094,7,1830955.7251,261565.103585714
94168,9,1851871.7228,205763.524755556
94199,7,3511971.99,501710.284285714
94200,3,797923.2424,265974.414133333
94231,4,855382.0707,213845.517675
94252,4,1318607.8701,329651.967525
94259,2,943283.5988,471641.7994
94281,8,1955100.2312,244387.5289
94290,9,3625349.9337,402816.6593
94300,7,2795236.982,399319.568857143
94301,4,1279674.2874,319918.57185
94311,10,3941392.296,394139.2296
94342,5,1042901.1984,208580.23968
94371,3,422838.8682,140946.2894
94410,6,1429118.5218,238186.4203
94432,8,2116101.1852,264512.64815
94440,5,2682397.6379,536479.52758
94454,6,1845016.239,307502.7065
94481,5,1323917.8596,264783.57192
94483,5,998545.6499,199709.12998
94508,6,1386753.8792,231125.646533333
94524,1,380572.951,380572.951
94544,6,1510083.1953,251680.53255
94593,6,1493219.0524,248869.842066667
94595,5,977599.4684,195519.89368
94602,7,1873278.7458,267611.2494
94643,9,2364424.6988,262713.855422222
94657,7,1532206.1785,218886.596928571
94670,4,463342.0314,115835.50785
94720,5,1854478.7834,370895.75668
94725,11,2910307.418,264573.401636364
94781,7,1847041.7295,263863.104214286
94818,6,1497592.012,249598.668666667
94821,6,2145796.649,357632.774833333
94825,5,1541913.2088,308382.64176
94830,5,874801.2652,174960.25304
94831,4,870018.1128,217504.5282
94854,5,852623.422,170524.6844
94864,3,694580.347,231526.782333333
94867,7,2103186.4849,300455.212128572
94892,4,701861.4475,175465.361875
94899,6,1769203.1662,294867.194366667
94901,4,937938.4797,234484.619925
94949,10,2697199.1866,269719.91866
94968,4,1102579.3649,275644.841225
94983,6,3066509.1358,511084.855966667
94990,7,1281891.9063,183127.415185714
94993,6,2163982.1006,360663.683433333
95004,4,987567.9462,246891.98655
95015,5,1763115.3136,352623.06272
95034,6,2495157.2715,415859.54525
95043,7,1898543.1814,271220.454485714
95054,5,1582621.5734,316524.31468
95083,6,2037968.1352,339661.355866667
95161,7,1306571.0773,186653.011042857
95218,5,971074.8764,194214.97528
95246,4,510405.3461,127601.336525
95266,9,1716320.5772,190702.286355556
95269,5,1109846.2708,221969.25416
95361,8,2402698.2794,300337.284925
95378,5,1500629.383,300125.8766
95423,10,2985701.8643,298570.18643
95468,11,2739421.8132,249038.346654545
95488,5,1350194.4324,270038.88648
95507,8,2194063.2908,274257.91135
95508,6,1332039.2816,222006.546933333
95537,7,1965816.6237,280830.946242857
95539,3,1554692.5944,518230.8648
95549,4,1129408.0728,282352.0182
95569,7,1706847.7515,243835.393071429
95575,6,1474675.181,245779.196833333
95590,5,1228293.6558,245658.73116
95661,8,2172844.9823,271605.6227875
95668,7,2005977.7496,286568.249942857
95686,5,433875.41,86775.082
95694,6,1599177.4006,266529.566766667
95707,5,763149.5353,152629.90706
95719,7,2068361.9838,295480.2834
95747,5,644606.6316,128921.32632
95748,8,1239988.1346,154998.516825
95783,6,2209765.7713,368294.295216667
95789,10,3025272.313,302527.2313
95896,10,3099093.3437,309909.33437
95954,9,1997375.5498,221930.616644444
95959,11,2240795.191,203708.653727273
96005,8,1558586.3158,194823.289475
96059,4,1250653.9833,312663.495825
96064,10,2210309.5421,221030.95421
96103,5,896318.1023,179263.62046
96117,14,2051217.8451,146515.560364286
96125,9,2485616.5766,276179.619622222
96136,10,2427756.8721,242775.68721
96137,3,627073.7,209024.566666667
96152,6,2515516.9322,419252.822033333
96166,7,1743722.4467,249103.206671429
96194,6,698909.5089,116484.91815
96227,8,2626256.5583,328282.0697875
96239,8,1620322.1838,202540.272975
96252,9,3446618.7516,382957.639066667
96267,5,1988845.1907,397769.03814
96307,9,3394576.9206,377175.2134
96323,13,2922589.5157,224814.578130769
96336,6,2406742.086,401123.681
96345,8,2653519.7336,331689.9667
96366,7,2010140.5372,287162.933885714
96405,4,2529968.5906,632492.14765
96409,8,2751919.1848,343989.8981
96414,10,2514904.884,251490.4884
96420,6,2562696.4292,427116.071533333
96481,12,4070289.5392,339190.794933333
96490,5,1401313.2206,280262.64412
96501,12,1731206.2016,144267.183466667
96527,7,2145580.0063,306511.429471429
96562,7,1020148.4715,145735.495928571
96578,5,2391853.6303,478370.72606
96589,5,1377084.1109,275416.82218
96634,7,1331350.1045,190192.872071429
96663,5,1430487.9706,286097.59412
96671,5,781774.3593,156354.87186
96700,9,3054158.6957,339350.966188889
96764,7,2206650.5492,315235.792742857
96770,7,2081013.845,297287.692142857
96785,5,1340703.2557,268140.65114
96798,9,3929003.9033,436555.989255556
96818,4,549601.6396,137400.4099
96823,5,1610665.4306,322133.08612
96851,7,1459678.1389,208525.448414286
96859,3,323770.5291,107923.5097
96876,8,2436826.4036,304603.30045
96887,6,1468230.7818,244705.1303
96925,6,943988.8923,157331.48205
96943,3,331932.7584,110644.2528
96978,6,2441755.1188,406959.186466667
97018,6,1766806.141,294467.690166667
97032,5,1543787.2587,308757.45174
97062,9,1922196.0601,213577.340011111
97088,6,1946163.4728,324360.5788
97110,5,1115875.1354,223175.02708
97120,5,1069714.2568,213942.85136
97216,8,1725245.8453,215655.7306625
97247,2,523351.6752,261675.8376
97327,5,947323.7986,189464.75972
97347,6,1939107.0362,323184.506033333
97371,7,1032212.7352,147458.962171429
97394,7,1667365.5792,238195.082742857
97395,5,1125072.3635,225014.4727
97412,4,1273654.2331,318413.558275
97424,8,2955066.7929,369383.3491125
97436,5,698233.8861,139646.77722
97511,3,1013528.7402,337842.9134
97519,6,1435898.8894,239316.481566667
97529,4,710249.4284,177562.3571
97568,6,3049621.8438,508270.3073
97578,5,2121848.0047,424369.60094
97579,5,1304420.7077,260884.14154
97583,7,2597430.8856,371061.555085714
97619,9,2406431.5693,267381.285477778
97661,13,4087961.2193,314458.555330769
97668,5,1793269.4427,358653.88854
97683,7,1538965.7306,219852.247228571
97704,4,1677306.3214,419326.58035
97710,8,1861488.5834,232686.072925
97797,5,1838097.5256,367619.50512
97811,6,1981245.7054,330207.617566667
97812,3,503870.2252,167956.741733333
97851,11,3320247.7087,301840.700790909
97872,7,2951572.293,421653.184714286
97899,7,2758516.1884,394073.7412
97915,5,924370.099,184874.0198
97935,7,1987682.263,283954.609
97960,6,2058901.0184,343150.169733333
97966,9,2497688.3212,277520.924577778
97971,9,2925878.8824,325097.6536
97998,6,2714829.5959,452471.599316667
98006,6,2668721.1673,444786.861216667
98010,7,1819294.8413,259899.263042857
98038,3,1328489.7376,442829.912533333
98081,8,1628964.7045,203620.5880625
98117,13,3788589.7717,291429.982438462
98175,8,2391637.419,298954.677375
98177,10,3107502.4107,310750.24107
98179,4,1208598.1734,302149.54335
98197,7,2192516.6166,313216.659514286
98205,6,1821011.669,303501.944833333
98218,10,2923793.3593,292379.33593
98225,9,2379753.1157,264417.012855556
98231,6,1843590.0037,307265.000616667
98250,8,2182668.9393,272833.6174125
98298,5,2028577.1538,405715.43076
98318,6,2127728.9292,354621.4882
98344,8,3114917.7407,389364.7175875
98350,3,221031.9844,73677.3281333334
98362,5,712741.6784,142548.33568
98388,6,1425014.5831,237502.430516667
98413,12,3886049.4796,323837.456633333
98438,8,2582475.1092,322809.38865
98469,7,1956455.7809,279493.682985714
98505,4,1280968.1058,320242.02645
98511,5,2178082.7796,435616.55592
98544,7,2730456.8888,390065.269828571
98580,6,1679471.2334,279911.872233333
98619,10,2264084.2738,226408.42738
98625,9,2169582.9242,241064.769355556
98646,7,1585071.6184,226438.802628571
98648,4,1805056.761,451264.19025
98650,5,1569425.6011,313885.12022
98654,2,344278.7535,172139.37675
98675,6,1850410.9088,308401.818133333
98710,8,2855035.8318,356879.478975
98723,11,2261980.2346,205634.566781818
98746,8,1859658.3621,232457.2952625
98750,6,860397.0811,143399.513516667
98768,5,1554282.0015,310856.4003
98788,4,738709.1938,184677.29845
98795,5,893366.962,178673.3924
98803,8,992635.877,124079.484625
98810,4,1967237.7991,491809.449775
98824,8,2353789.3564,294223.66955
98847,9,1919588.1777,213287.5753
98850,9,2036554.7672,226283.863022222
98856,10,2629205.1826,262920.51826
98894,5,1930084.3728,386016.87456
98895,7,2283230.319,326175.759857143
98922,5,876846.3966,175369.27932
98927,4,1679011.0293,419752.757325
98944,8,2071438.1045,258929.7630625
98981,5,1820675.8766,364135.17532
99020,7,1335703.1159,190814.730842857
